titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Initial D,Chapter 446,Tác giả:Shigeno Shuichi,Lượt xem:539K,Theo dõi:1.927,Tình trạng:Đang tiến hành,"Thế giới đua xe tốc độ, thế giới của những con người luôn luôn đùa giỡn với tử thần, một khi bước chân vào vạch xuất phát họ phải đặt cược cả sinh mạng của mình để giành lấy vinh quang chiến thắng. Câu chuyện kể về một chiếc xe mang nhãn hiệu 86 huyền thoại có tốc độ di chuyển như sấm sét được mệnh danh là “Bóng ma của núi Akina” cùng với con đường chinh phục đỉnh cao của thế giới đua xe mạo hiểm của một cậu bé 18 tuổi Takumi Fujiwara. Được thừa hưởng dòng máu từ một tay đua siêu phàm, Takumi sớm đã bộc lộ năng lực và tố chất bẩm sinh khi chỉ mới 13 tuổi, dưới sự dìu dắt của cha mình cậu đã nhanh chóng hoàn thiện các kỹ năng bậc nhất trong nghệ thuật đua xe. Tuy vậy nhưng trái ngược hoàn toàn với tài năng của mình cậu lại không hề thích thế giới này. Cuộc đời Takumi tưởng chừng như sẽ trôi qua một cách yêm ả, nhưng rồi điều gì phải đến đã đến, trong một lần đi giao hàng giúp cha mình cậu đã tình cờ đánh bại một cao thủ hạng nhất trong giới đua xe. Sau sự kiện đó, huyền thoại về “Bóng ma núi Akina” ngày càng lan rộng ra khắp vùng Kantou, đối thủ cứ nối tiếp nhau xuất hiện khiêu chiến với cậu và con đường chinh phục đỉnh cao của giới đua xe bắt đầu…",//st.nettruyenup.com/data/comics/98/initial-d.jpg,https://www.nettruyenup.com/truyen-tranh/initial-d-26580
Bạn gái của tôi rất kì lạ,Chapter 53,Tác giả:Ẩn anh,Lượt xem:790K,Theo dõi:13K,Tình trạng:Đang tiến hành,"Xuất hiện trước mặt A Bắc đang bị mất trí nhớ, là một cô gái xinh đẹp tên là Tô Mặc, nhưng bên trong cơ thể của Tô Mặc còn có những nhân cách khác, vấn đề đặt ra trước mắt của A Bắc chính là, nếu muốn qua lại với nhau bình thường, dường như phải am hiểu hết tất cả mọi nhân cách của cô ấy mới được.",//st.nettruyenup.com/data/comics/148/ban-gai-cua-toi-rat-ki-la-424.jpg,https://www.nettruyenup.com/truyen-tranh/ban-gai-cua-toi-rat-ki-la-71828
Anh Hùng ? Ta Không Làm Lâu Rồi,Chapter 471,Tình trạng:Đang tiến hành,Bình luận:25K,Ngày cập nhật:21 giờ trước,Lượt xem:60M,"Zero là là vị Siêu Anh hùng đầu tiên của toàn nhân loại. Sau hắn, lần lượt xuất hiện nhiều siêu anh hùng khác, nhưng hắn chỉ làm siêu anh hùng 5 năm rồi đột nhiên biến mất, không ai biết hắn đi đâu",//st.nettruyenup.com/data/comics/251/anh-hung-ta-khong-lam-lau-roi.jpg,https://www.nettruyenup.com/truyen-tranh/anh-hung-ta-khong-lam-lau-roi-197070
Bác sĩ tư nhân xin từ chức,Chapter 40,"Thể loại:Cổ Đại, Comedy, Fantasy, Manhwa, Ngôn Tình, Romance, Shoujo, Truyện Màu",Lượt xem:1.093K,Theo dõi:25K,Tình trạng:Đang tiến hành,"Khi công tước, người đang trong tình trạng tồi tệ, đột ngột qua đời, vùng đất này đã rơi vào tay của quân phản loạn. Trong một thời gian ngắn, cuộc nổi loạn đã bị hoàng thất đàn áp, nhưng… Vấn đề là tôi, Lise Estelle, sẽ bị treo cổ vì tội phản loạn. “Thật không công bằng!” Tôi chỉ đơn giản là bác sĩ giỏi nhất trong vùng này thôi mà. Nếu đã vậy, tôi sẽ trở thành bác sĩ của công tước để không có cuộc nổi loạn nào xảy ra, và tôi sẽ làm cho người thừa kế của công tước trở nên khỏe mạnh! “Không ai quan tâm đến ngài nhiều như tôi đâu. Vì vậy, ngài nhất định phải nghe lời tôi đó” “Chạy đi! Ngài cần phải tăng cường khả năng miễn dịch của mình! ” “Ăn cỏ này đi. Đừng nói thêm điều gì và chỉ cần ăn thôi” Um…Nhưng tại sao anh ta lại cao như vậy nhỉ? Ngay từ đầu anh ta đã có một thể chất tốt rồi à? Chà, dù sao, tôi cũng rất vui vì anh ta đã được nuôi dạy tốt, vậy nên tôi có thể từ chức rồi… “Từ chức?” Mắt anh ta nheo lại và xung quanh bắt đầu tỏa ra một bầu không khí lạnh lẽo. “Lise, em đã nói rằng em là người duy nhất quan tâm đến ta cơ mà.” Trước khi tôi kịp nhận ra, anh ta đã bước đến ngồi trước mặt tôi. Thì thầm vào tai như thể cố ý quyến rũ tôi. “Hãy để em đi ư? Ta không ngốc đâu, Lise.” Không giống như cuộc sống trước đây của tôi, anh ta bây giờ đã khỏe mạnh và thậm chí tính cách của anh ta cũng đã thay đổi.",//st.nettruyenup.com/data/comics/131/bac-si-tu-nhan-xin-tu-chuc.jpg,https://www.nettruyenup.com/truyen-tranh/bac-si-tu-nhan-xin-tu-chuc-69251
Mảnh ghép số phận,Chapter 123,Tác giả:HARUNO Tomoya,Lượt xem:1.168K,Theo dõi:4.470,Tình trạng:Đang tiến hành,"Những tưởng mình là một tên lưu manh thứ dữ , ngay cả người khác cũng cho rằng Kazama Kenji đúng là như thế. Mọi chuyện luôn suôn sẻ cho anh đến khi băng của Kenji chạm mặt tứ quái Chitose, Sakura, Minami và Roka. Vừa chạm trán , anh chàng đã biết ngay danh tiếng của anh bấy lâu nay gây dựng chẳng thấm tháp so với những gì mà các cô nương quái chiêu gây ra cho anh khi Kenji lọt vào tầm ngắm của họ . Bị bắt ép vào CLB của họ , rồi đời học sinh của chàng trai trẻ Kenji sẽ đi về đâu ?",//st.nettruyenup.com/data/comics/46/manh-ghep-so-phan.jpg,https://www.nettruyenup.com/truyen-tranh/manh-ghep-so-phan-43980
Vừa Chơi Đã Có Tài Khoản Vương Giả,Chapter 149,Tình trạng:Đang tiến hành,Bình luận:8.406,Ngày cập nhật:21 giờ trước,Lượt xem:26M,,//st.nettruyenup.com/data/comics/211/vua-choi-da-co-tai-khoan-vuong-gia.jpg,https://www.nettruyenup.com/truyen-tranh/vua-choi-da-co-tai-khoan-vuong-gia-357950
Từ Trúc Mã Hóa Thành Ông Xã,Chapter 31,Tình trạng:Đang tiến hành,Bình luận:589,Ngày cập nhật:21 giờ trước,Lượt xem:847K,"Isabel sắp bị gả bán cho công tước Cardiego, một kẻ nổi tiếng độc ác, máu lạnh và đặc biệt có vấn đề về “súng ống.” Bạo chúa à? No problem. Sống đời nhàm chán? Không sao cả. Nhưng “ăn chay trường” thì hem được đâu nhá. Để thoát khỏi tương lai mờ mịt ấy, Isabel tìm đến Ricks, người bạn thời thơ ấu của mình và ngỏ lời cầu hôn cậu chàng. Hình mẫu lý tưởng của Isabel là thế nào ư? “Lần gặp đầu tiên, người ấy phải xuất hiện sau lớp mặt nạ và cứu sống tớ. Bó-đì phải đẹp, sầu riêng 6 ri. Khi ngủ chỉ cần che những chỗ tối thiểu là đủ ùi. Đặc biệt là phải thơm nữa. Trai vừa đẹp vừa thơm là chuẩn nhất rồi. Súng ống phải hông có vấn đề. Đêm tân hôn mần sao mà giường sập thì cũng tạm đủ xài đó.” Mạnh miệng dzị thôi, chứ đến khi hành sự thiệt thì: “Ricks, chầm chậm đã…” “Trước giờ cậu có vội vàng thế này đâu.”",//st.nettruyenup.com/data/comics/31/tu-truc-ma-hoa-thanh-ong-xa.jpg,https://www.nettruyenup.com/truyen-tranh/tu-truc-ma-hoa-thanh-ong-xa-74271
Bắt Đầu Thổ Lộ Với Mỹ Nữ Sư Tôn,Chapter 20,Tác giả:Mộng tiên giới,Lượt xem:894K,Theo dõi:42K,Tình trạng:Đang tiến hành,"Cái gì? Bắt đầu liền muốn ta thổ lộ có 'Vô tình tiên tử' danh xưng mỹ nữ sư tôn? Thất bại liền phải chung thân vì chó? Còn muốn tại mười hai canh giờ bên trong hoàn thành?"" Trương dật kinh hồn táng đảm, vô số lần tại tìm đường chết biên giới bồi hồi. ""Sư tôn..."" ""Ừm?"" ""Ta... Ta... Thích ngươi!"" ""Cút!"" ""... ..."" ""Cái gì? Để ta đi đoạt Thanh Liên yêu bà đồ vật? Ban thưởng: Đại đạo quả; trừng phạt: Vận rủi quấn thân; kỳ hạn: Ba ngày."" ""Thiên mệnh đồ! Ngươi uổng làm người tử!"" Trương dật chửi ầm lên, thành thành thật thật tiếp cận Thanh Liên yêu bà, lúc nên xuất thủ liền ra tay. ""Trương dật, muốn ngươi nói chính là, cần gì phải như thế đâu?"" Thanh Liên đạo trưởng liếc mắt đưa tình, ôm đồm lấy trương dật tại chỗ, phong tình vạn chủng. ""Hiểu lầm a!"" Trương dật có miệng chớ biện, phía sau truyền đến mỹ nữ sư tôn âm trầm thanh âm: ""Trương dật! ! !"" ""Sư tôn... Ngươi nghe ta giải thích..."" Tags: Bắt đầu thổ lộ mỹ nữ sư tôn không pop-up qc bắt đầu thổ lộ mỹ nữ sư tôn chương mới nhất bắt đầu thổ lộ mỹ nữ sư tôn",//st.nettruyenup.com/data/comics/227/bat-dau-tho-lo-voi-my-nu-su-ton-1717.jpg,https://www.nettruyenup.com/truyen-tranh/bat-dau-tho-lo-voi-my-nu-su-ton-73955
Tiên Ma Quấn Quýt,Chapter 55,Tình trạng:Đang tiến hành,Bình luận:230,Ngày cập nhật:21 giờ trước,Lượt xem:341K,,//st.nettruyenup.com/data/comics/179/tien-ma-quan-quyt.jpg,https://www.nettruyenup.com/truyen-tranh/tien-ma-quan-quyt-68019
Ta Độ 999 Lần Thiên Kiếp,Chapter 75,"Thể loại:Chuyển Sinh, Comedy, Manhua, Truyện Màu",Lượt xem:4.470K,Theo dõi:43K,Tình trạng:Đang tiến hành,"Ta độ được 999 lần thiên kiếp Chân Hà Đồ, một du khách đến từ thế giới khác. Sau 10 năm tu luyện vẫn chỉ ở Luyện Khí kỳ (8585520/????), không biết bao giờ mới đột phá. Thiên kiếp lần 999, với người tu luyện ai nấy cũng sợ. Cho đến khi sư muội của hắn dẫn đến thì phát hiện ra... hắn thật sự rất mạnh",//st.nettruyenup.com/data/comics/124/ta-do-999-lan-thien-kiep.jpg,https://www.nettruyenup.com/truyen-tranh/ta-do-999-lan-thien-kiep-61820
Ta Không Phải Con Cưng Của Khí Vận,Chapter 166,"Thể loại:Action, Chuyển Sinh, Comedy, Live action, Manhua, Truyện Màu",Lượt xem:16M,Theo dõi:104K,Tình trạng:Đang tiến hành,"Sau khi xuyên qua thế giới tu tiên bất tử, Thẩm Thiên nhận thấy rằng mình có thể nhìn thấy quầng sáng may mắn và xui xẻo trên đầu của người khác. Để xua đuổi hào quang xui xẻo đen như nhọ nồi bay lơ lửng trên đầu của mình, hắn tìm mọi cách kết giao với những người may mắn ....",//st.nettruyenup.com/data/comics/203/ta-khong-phai-con-cung-cua-khi-van.jpg,https://www.nettruyenup.com/truyen-tranh/ta-khong-phai-con-cung-cua-khi-van-542190
Chư giới - Tận thế online,Chapter 208,"Thể loại:Action, Adventure, Fantasy, Manhua, Romance, Truyện Màu",Lượt xem:24M,Theo dõi:119K,Tình trạng:Đang tiến hành,"Khi ngày tận thế đến, Cố Thanh Sơn đã thoát khỏi thời gian và không gian một mình trong bóng tối tuyệt vọng này, và quay trở lại thế giới trước khi nó sụp đổ, quyết tâm thay đổi số phận của mình. Nhưng theo thời gian, anh dần nhận ra rằng kết thúc không đơn giản như vậy....",//st.nettruyenup.com/data/comics/78/chu-gioi-tan-the-online.jpg,https://www.nettruyenup.com/truyen-tranh/chu-gioi-tan-the-online-364300
Thiên Tài Bóng Đá Ashito,Chapter 308,Tác giả:Kobayashi Yuugo,Lượt xem:10M,Theo dõi:19K,Tình trạng:Đang tiến hành,"Siêu phẩm manga bóng đá. Được đề cử giải Manga Taisho lần thứ 10 năm 2017 và đoạt giải manga Shogakukan lần thứ 65 hạng mục chính năm 2019 cùng với Kaguya-sama - Love is war.  Nhân vật chính, Aoi Ashito, là một cậu bé đến từ một gia đình nghèo ở vùng quê hải đảo xa xôi Ehime. Với tính cách thẳng thắn, bộc trực, dù là người gánh team nhưng cậu cũng là người trực tiếp gây ra thất bại của đội bóng quê nhà trước ngưỡng cửa lịch sử. Huấn luyện viên Fukuda Tatsuya của câu lạc bộ Tokyo City Esperion, nhận thấy tài năng thuần khiết của Ashito, đã mời cậu tham gia vào cuộc thi tuyển chọn cầu thủ trẻ của họ. Từ đây, hành trình chinh phục đỉnh cao bóng đá thế giới của cậu nhóc tóc xoăn bắt đầu...",//st.nettruyenup.com/data/comics/254/thien-tai-bong-da-ashito.jpg,https://www.nettruyenup.com/truyen-tranh/thien-tai-bong-da-ashito-366060
Võ Đạo Độc Tôn,Chapter 531,Tình trạng:Đang tiến hành,Bình luận:26K,Ngày cập nhật:22 giờ trước,Lượt xem:94M,,//st.nettruyenup.com/data/comics/228/vo-dao-doc-ton-7886.jpg,https://www.nettruyenup.com/truyen-tranh/vo-dao-doc-ton-245480
Good/Bad Fortune,Chapter 81,Tình trạng:Đang tiến hành,Bình luận:993,Ngày cập nhật:23 giờ trước,Lượt xem:698K,"Hãy cẩn thận khi đối mặt với họ, vì họ có thể thay đổi cả số phận của bạn!Khi vận may và xui xẻo lại là một loại năng lực thì bạn sẽ làm gì để sống cùng với nó? Areka Putra, 1 thiếu niên vừa lên lớp 10 đã phải sống với năng lực ""XUI XẺO"" ngay từ khi sinh ra. Cậu sẽ gặp phải xui xẻo khi các ""Dấu hiệu"" xuất hiện và cậu hoặc phải gánh lấy nó, hoặc tìm một nạn nhân và đối mắt với người đó trong 10 giây, rồi người đó sẽ phải gánh sự xui xẻo đó thay cậu. Cũng vì vậy mà cậu bị dính phải những lời đồn tiêu cực và bị xa lánh. Mọi chuyện vẫn sẽ cứ trôi đi một cách cô độc như vậy nếu như Areka không gặp Aya( hay Laila Putriani), một cô gái năng động và đang là một ngôi sao quảng cáo mới nổi. Nhưng nhan sắc hay tài năng không chỉ là điểm đặc biệt duy nhất của Aya, mà mọi người xung quanh đồn rằng Aya có khả năng ""ban phát"" sự may mắn cho bất kì ai ở gần cô ấy.Xui xẻo/May mắn, liệu câu chuyện về hai con người đối lập này sẽ thay đổi ra sao? Liệu Areka có thoát khỏi cuộc sống đầy xui xẻo của bản thân mình? Hãy đọc truyện và theo dõi nhé!!!",//st.nettruyenup.com/data/comics/35/goodbad-fortune.jpg,https://www.nettruyenup.com/truyen-tranh/goodbad-fortune-75043
Mặt nạ anh hùng - Hero mask,Chapter 7.5,Tác giả:Okabe Takashi,Lượt xem:27K,Theo dõi:489,Tình trạng:Đang tiến hành,"Shibuya Mirai sống trong một thế giới mà các anh hùng dường như không còn tồn tại nữa. Ngay ngày đầu tiên nhập học tại trường mới, cậu trở thành mục tiêu của một nhóm tội phạm. Giờ đây trong hoàn cảnh gần như tuyệt vọng, một anh hùng thực sự bỗng dưng xuất hiện trước mắt cậu.",//st.nettruyenup.com/data/comics/10/mat-na-anh-hung-hero-mask.jpg,https://www.nettruyenup.com/truyen-tranh/mat-na-anh-hung-hero-mask-46180
Hãy ủng hộ kế hoạch trả thù của tôi,Chapter 11,Tình trạng:Đang tiến hành,Bình luận:105,Ngày cập nhật:1 ngày trước,Lượt xem:72K,"“Lời nguyền của ngài, tôi sẽ giải quyết nó. Đổi lại, hãy chấp nhận tôi như một kẻ cùng huyết thống ”. Từ thông tin của câu chuyện ban đầu, cô biết được lý do cái chết của mẹ cô. Lobelia nhận ra hoàn cảnh của chính mình, bị tước đoạt mọi thứ và khiến cô trở thành một nhân vật phản diện, quyết định trả thù. Cô trốn thoát khỏi bàn tay của một người chú muốn kiểm soát và cố gắng lấy lại tài sản của mình. Cô đến gặp Công tước Ferrado, người được biết đến là rất nguy hiểm, và đưa ra gợi ý “Tôi biết một cách hay hơn. Tôi đã suy nghĩ về một mối quan hệ hợp đồng. Thấy thế nào? ” Người đàn ông đưa ra một đề xuất ngược bất ngờ. Lobelia giật dây tiền của người chú với sự hỗ trợ của ông đó. Trước mặt cô, nữ chính của câu chuyện nguyên tác và con gái của kẻ thù xuất hiện như tình địch của cô. “Chị ơi, sao chị lại thay đổi thế này?” Liệu Lobelia có thể hoàn thành cuộc trả thù của mình không? Cô nói, “Khi tất cả kết thúc, tôi vẫn muốn ở bên ngài.” Và cô ấy có thể có một kết thúc có hậu với người đàn ông mà cô yêu không?",//st.nettruyenup.com/data/comics/135/hay-ung-ho-ke-hoach-tra-thu-cua-toi.jpg,https://www.nettruyenup.com/truyen-tranh/hay-ung-ho-ke-hoach-tra-thu-cua-toi-69255
Ta Có Con Với Đại Boss,Chapter 35,Tình trạng:Đang tiến hành,Bình luận:445,Ngày cập nhật:1 ngày trước,Lượt xem:737K,,//st.nettruyenup.com/data/comics/246/ta-co-con-voi-dai-boss.jpg,https://www.nettruyenup.com/truyen-tranh/ta-co-con-voi-dai-boss-77814
Mr. Zombie,Chapter 2,"Thể loại:Adventure, Fantasy, Manhua, Supernatural, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:73,Tác giả:Hoaroimuaha,"Ở một xã hội tận thế 1000 năm trước, nam chính là một thây ma bình thường bị con người săn lùng mỗi ngày, vì sinh tồn, anh bắt đầu rèn luyện, cuối cùng trở nên vô cùng mạnh mẽ, 1000 năm sau con người mới tìm lại được anh....",//st.nettruyenup.com/data/comics/28/mr-zombie.jpg,https://www.nettruyenup.com/truyen-tranh/mr-zombie-79644
Độc Gia Chiếm Hữu: Cơ Thiếu Phúc Hắc Kiều Thê,Chapter 129,"Thể loại:Chuyển Sinh, Manhua, Mystery, Ngôn Tình, Truyện Màu",Lượt xem:8.691K,Theo dõi:47K,Tình trạng:Đang tiến hành,"Ở trong mắt người ngoài không thể khinh nhờn nam thần cao quý, sống lại cô bị hắn đè ở dưới thân trêu chọc, rõ ràng khuôn mặt không thể thanh thuần hơn, nhưng tại sao đôi tay lại không yên phận luôn trượt xuống dưới? Rõ ràng là hắn trêu chọc cô trước, cuối cùng cô lại bị bắt nạt, bị trói trên giường, bị ăn sạch, cộng thêm tước vị cả đời.. Chuyển thể từ tiểu thuyết 《 Độc gia chiếm hữu: Cơ thiểu đích phúc hắc kiều thê》",//st.nettruyenup.com/data/comics/65/doc-gia-chiem-huu-co-thieu-phuc-hac-kieu-6033.jpg,https://www.nettruyenup.com/truyen-tranh/doc-gia-chiem-huu-co-thieu-phuc-hac-kieu-the-428170
